sampleid,x,y
9051,812,1
9052,717,1
9053,634,1
9054,497,1
9055,340,1
9056,566,1
9057,582,1
9058,59,1
9059,138,1
9060,795,1
9061,509,1
9062,732,1
9063,699,1
9064,898,1
9065,905,1
9066,1009,0
9067,216,1
9068,279,1
9069,348,1
9070,973,1
9071,946,1
9072,55,1
9073,912,1
9074,613,1
9075,262,1
9076,687,1
9077,590,1
9078,970,1
9079,639,1
9080,375,1
9081,530,1
9082,420,1
9083,432,1
9084,296,1
9085,557,1
9086,592,1
9087,242,1
9088,319,1
9089,776,1
9090,814,1
9091,284,1
9092,692,1
9093,363,1
9094,570,1
9095,342,1
9096,974,1
9097,380,1
9098,909,1
9099,464,1
9100,60,1
9101,791,1
9102,436,1
9103,47,1
9104,300,1
9105,685,1
9106,461,1
9107,568,1
9108,0,1
9109,831,1
9110,625,1
9111,593,1
9112,781,1
9113,40,1
9114,149,1
9115,98,1
9116,642,1
9117,686,1
9118,786,1
9119,641,1
9120,87,1
9121,406,1
9122,744,1
9123,700,1
9124,866,1
9125,563,1
9126,407,1
9127,599,1
9128,888,1
9129,127,1
9130,502,1
9131,945,1
9132,162,1
9133,673,1
9134,834,1
9135,467,1
9136,179,1
9137,744,1
9138,307,1
9139,514,1
9140,384,1
9141,877,1
9142,736,1
9143,182,1
9144,224,1
9145,51,1
9146,595,1
9147,942,1
9148,848,1
9149,901,1
9150,789,1
9151,385,1
9152,538,1
9153,849,1
9154,352,1
9155,746,1
9156,987,1
9157,473,1
9158,314,1
9159,775,1
9160,482,1
9161,428,1
9162,684,1
9163,26,1
9164,595,1
9165,535,1
9166,620,1
9167,858,1
9168,87,1
9169,206,1
9170,979,1
9171,915,1
9172,1010,0
9173,483,1
9174,249,1
9175,73,1
9176,90,1
9177,951,1
9178,557,1
9179,279,1
9180,756,1
9181,64,1
9182,681,1
9183,290,1
9184,945,1
9185,873,1
9186,450,1
9187,711,1
9188,237,1
9189,690,1
9190,54,1
9191,531,1
9192,140,1
9193,809,1
9194,181,1
9195,950,1
9196,710,1
9197,84,1
9198,714,1
9199,602,1
9200,206,1
9201,636,1
9202,681,1
9203,780,1
9204,175,1
9205,737,1
9206,410,1
9207,455,1
9208,716,1
9209,263,1
9210,228,1
9211,747,1
9212,192,1
9213,63,1
9214,933,1
9215,940,1
9216,336,1
9217,587,1
9218,42,1
9219,952,1
9220,629,1
9221,467,1
9222,279,1
9223,186,1
9224,73,1
9225,462,1
9226,912,1
9227,514,1
9228,897,1
9229,376,1
9230,1015,0
9231,511,1
9232,608,1
9233,559,1
9234,862,1
9235,541,1
9236,869,1
9237,858,1
9238,964,1
9239,893,1
9240,524,1
9241,412,1
9242,543,1
9243,280,1
9244,160,1
9245,132,1
9246,410,1
9247,78,1
9248,996,1
9249,943,1
9250,313,1
9251,883,1
9252,394,1
9253,22,1
9254,505,1
9255,406,1
9256,623,1
9257,36,1
9258,779,1
9259,339,1
9260,534,1
9261,475,1
9262,899,1
9263,695,1
9264,575,1
9265,681,1
9266,248,1
9267,946,1
9268,203,1
9269,20,1
9270,234,1
9271,542,1
9272,261,1
9273,430,1
9274,352,1
9275,98,1
9276,195,1
9277,714,1
9278,1024,0
9279,39,1
9280,380,1
9281,18,1
9282,353,1
9283,924,1
9284,121,1
9285,724,1
9286,434,1
9287,905,1
9288,230,1
9289,437,1
9290,867,1
9291,120,1
9292,591,1
9293,433,1
9294,768,1
9295,698,1
9296,393,1
9297,650,1
9298,742,1
9299,77,1
9300,313,1
9301,839,1
9302,135,1
9303,721,1
9304,420,1
9305,616,1
9306,384,1
9307,507,1
9308,50,1
9309,147,1
9310,619,1
9311,494,1
9312,262,1
9313,321,1
9314,941,1
9315,259,1
9316,609,1
9317,569,1
9318,798,1
9319,333,1
9320,594,1
9321,590,1
9322,78,1
9323,230,1
9324,267,1
9325,662,1
9326,851,1
9327,577,1
9328,22,1
9329,297,1
9330,170,1
9331,477,1
9332,620,1
9333,589,1
9334,163,1
9335,767,1
9336,267,1
9337,788,1
9338,366,1
9339,894,1
9340,879,1
9341,8,1
9342,148,1
9343,85,1
9344,525,1
9345,790,1
9346,32,1
9347,937,1
9348,992,1
9349,643,1
9350,693,1
9351,983,1
9352,184,1
9353,60,1
9354,885,1
9355,383,1
9356,253,1
9357,833,1
9358,704,1
9359,389,1
9360,352,1
9361,91,1
9362,186,1
9363,185,1
9364,161,1
9365,656,1
9366,951,1
9367,451,1
9368,363,1
9369,84,1
9370,481,1
9371,652,1
9372,133,1
9373,396,1
9374,391,1
9375,393,1
9376,667,1
9377,878,1
9378,822,1
9379,180,1
9380,932,1
9381,4,1
9382,50,1
9383,632,1
9384,806,1
9385,506,1
9386,10,1
9387,789,1
9388,673,1
9389,602,1
9390,494,1
9391,304,1
9392,305,1
9393,618,1
9394,389,1
9395,389,1
9396,152,1
9397,348,1
9398,802,1
9399,919,1
9400,559,1
9401,620,1
9402,331,1
9403,338,1
9404,528,1
9405,855,1
9406,550,1
9407,523,1
9408,189,1
9409,853,1
9410,152,1
9411,714,1
9412,96,1
9413,0,1
9414,738,1
9415,439,1
9416,773,1
9417,827,1
9418,759,1
9419,766,1
9420,481,1
9421,419,1
9422,727,1
9423,1015,0
9424,347,1
9425,977,1
9426,848,1
9427,910,1
9428,645,1
9429,92,1
9430,332,1
9431,838,1
9432,389,1
9433,240,1
9434,415,1
9435,146,1
9436,984,1
9437,564,1
9438,375,1
9439,89,1
9440,253,1
9441,498,1
9442,639,1
9443,292,1
9444,349,1
9445,106,1
9446,64,1
9447,334,1
9448,835,1
9449,383,1
9450,986,1
9451,175,1
9452,179,1
9453,689,1
9454,17,1
9455,172,1
9456,786,1
9457,589,1
9458,66,1
9459,258,1
9460,734,1
9461,294,1
9462,577,1
9463,604,1
9464,371,1
9465,328,1
9466,200,1
9467,902,1
9468,707,1
9469,567,1
9470,271,1
9471,206,1
9472,681,1
9473,503,1
9474,249,1
9475,1002,0
9476,502,1
9477,286,1
9478,378,1
9479,698,1
9480,403,1
9481,248,1
9482,844,1
9483,129,1
9484,1000,1
9485,710,1
9486,94,1
9487,536,1
9488,58,1
9489,871,1
9490,347,1
9491,470,1
9492,1005,0
9493,714,1
9494,241,1
9495,65,1
9496,164,1
9497,768,1
9498,574,1
9499,782,1
9500,743,1
9501,994,1
9502,950,1
9503,548,1
9504,1012,0
9505,230,1
9506,1000,1
9507,55,1
9508,553,1
9509,1020,0
9510,645,1
9511,491,1
9512,624,1
9513,334,1
9514,728,1
9515,119,1
9516,930,1
9517,846,1
9518,226,1
9519,300,1
9520,569,1
9521,781,1
9522,250,1
9523,992,1
9524,118,1
9525,677,1
9526,568,1
9527,421,1
9528,442,1
9529,219,1
9530,538,1
9531,850,1
9532,521,1
9533,456,1
9534,266,1
9535,581,1
9536,602,1
9537,91,1
9538,18,1
9539,373,1
9540,958,1
9541,488,1
9542,109,1
9543,54,1
9544,917,1
9545,122,1
9546,91,1
9547,897,1
9548,847,1
9549,652,1
9550,779,1
9551,584,1
9552,630,1
9553,826,1
9554,545,1
9555,529,1
9556,197,1
9557,717,1
9558,965,1
9559,740,1
9560,288,1
9561,536,1
9562,296,1
9563,289,1
9564,249,1
9565,50,1
9566,896,1
9567,43,1
9568,735,1
9569,829,1
9570,551,1
9571,263,1
9572,305,1
9573,366,1
9574,207,1
9575,167,1
9576,437,1
9577,470,1
9578,740,1
9579,566,1
9580,79,1
9581,337,1
9582,152,1
9583,78,1
9584,912,1
9585,560,1
9586,657,1
9587,291,1
9588,988,1
9589,922,1
9590,200,1
9591,560,1
9592,501,1
9593,163,1
9594,704,1
9595,484,1
9596,664,1
9597,201,1
9598,7,1
9599,83,1
9600,248,1
9601,360,1
9602,495,1
9603,634,1
9604,493,1
9605,168,1
9606,901,1
9607,918,1
9608,279,1
9609,927,1
9610,552,1
9611,547,1
9612,971,1
9613,522,1
9614,333,1
9615,0,1
9616,532,1
9617,804,1
9618,111,1
9619,342,1
9620,645,1
9621,21,1
9622,114,1
9623,186,1
9624,280,1
9625,518,1
9626,534,1
9627,757,1
9628,815,1
9629,206,1
9630,798,1
9631,251,1
9632,195,1
9633,652,1
9634,965,1
9635,536,1
9636,803,1
9637,97,1
9638,394,1
9639,602,1
9640,70,1
9641,848,1
9642,950,1
9643,107,1
9644,400,1
9645,591,1
9646,256,1
9647,782,1
9648,995,1
9649,661,1
9650,1001,0
9651,963,1
9652,910,1
9653,658,1
9654,298,1
9655,228,1
9656,773,1
9657,84,1
9658,678,1
9659,89,1
9660,660,1
9661,114,1
9662,764,1
9663,690,1
9664,908,1
9665,1020,0
9666,187,1
9667,740,1
9668,120,1
9669,589,1
9670,340,1
9671,262,1
9672,743,1
9673,683,1
9674,152,1
9675,697,1
9676,838,1
9677,360,1
9678,624,1
9679,427,1
9680,91,1
9681,510,1
9682,207,1
9683,626,1
9684,685,1
9685,652,1
9686,406,1
9687,426,1
9688,825,1
9689,850,1
9690,765,1
9691,573,1
9692,708,1
9693,36,1
9694,384,1
9695,688,1
9696,986,1
9697,227,1
9698,742,1
9699,676,1
9700,59,1
9701,1004,0
9702,664,1
9703,947,1
9704,860,1
9705,788,1
9706,934,1
9707,829,1
9708,438,1
9709,885,1
9710,868,1
9711,28,1
9712,90,1
9713,404,1
9714,209,1
9715,607,1
9716,31,1
9717,443,1
9718,548,1
9719,732,1
9720,816,1
9721,923,1
9722,347,1
9723,111,1
9724,150,1
9725,119,1
9726,789,1
9727,482,1
9728,332,1
9729,469,1
9730,620,1
9731,104,1
9732,880,1
9733,407,1
9734,775,1
9735,194,1
9736,982,1
9737,204,1
9738,479,1
9739,329,1
9740,251,1
9741,453,1
9742,348,1
9743,1018,0
9744,314,1
9745,968,1
9746,75,1
9747,831,1
9748,700,1
9749,736,1
9750,127,1
9751,414,1
9752,649,1
9753,713,1
9754,408,1
9755,839,1
9756,329,1
9757,637,1
9758,505,1
9759,28,1
9760,136,1
9761,339,1
9762,317,1
9763,372,1
9764,604,1
9765,811,1
9766,860,1
9767,418,1
9768,832,1
9769,873,1
9770,251,1
9771,28,1
9772,891,1
9773,72,1
9774,980,1
9775,513,1
9776,208,1
9777,794,1
9778,833,1
9779,979,1
9780,95,1
9781,556,1
9782,28,1
9783,694,1
9784,227,1
9785,485,1
9786,341,1
9787,437,1
9788,605,1
9789,970,1
9790,574,1
9791,953,1
9792,399,1
9793,143,1
9794,94,1
9795,654,1
9796,285,1
9797,822,1
9798,569,1
9799,372,1
9800,550,1
9801,349,1
9802,869,1
9803,675,1
9804,19,1
9805,620,1
9806,136,1
9807,569,1
9808,887,1
9809,992,1
9810,899,1
9811,957,1
9812,952,1
9813,736,1
9814,218,1
9815,1010,0
9816,837,1
9817,525,1
9818,513,1
9819,114,1
9820,125,1
9821,872,1
9822,647,1
9823,458,1
9824,746,1
9825,691,1
9826,807,1
9827,11,1
9828,41,1
9829,422,1
9830,254,1
9831,257,1
9832,799,1
9833,629,1
9834,212,1
9835,740,1
9836,175,1
9837,580,1
9838,763,1
9839,794,1
9840,454,1
9841,655,1
9842,134,1
9843,987,1
9844,625,1
9845,444,1
9846,70,1
9847,791,1
9848,595,1
9849,777,1
9850,527,1
9851,547,1
9852,310,1
9853,776,1
9854,797,1
9855,878,1
9856,35,1
9857,628,1
9858,436,1
9859,800,1
9860,128,1
9861,247,1
9862,744,1
9863,721,1
9864,127,1
9865,321,1
9866,356,1
9867,659,1
9868,71,1
9869,370,1
9870,325,1
9871,265,1
9872,950,1
9873,463,1
9874,874,1
9875,655,1
9876,600,1
9877,605,1
9878,54,1
9879,23,1
9880,717,1
9881,860,1
9882,636,1
9883,881,1
9884,997,1
9885,340,1
9886,549,1
9887,457,1
9888,303,1
9889,189,1
9890,312,1
9891,21,1
9892,1023,0
9893,798,1
9894,714,1
9895,516,1
9896,818,1
9897,539,1
9898,830,1
9899,730,1
9900,925,1
9901,349,1
9902,466,1
9903,720,1
9904,460,1
9905,864,1
9906,524,1
9907,402,1
9908,614,1
9909,865,1
9910,63,1
9911,711,1
9912,876,1
9913,383,1
9914,911,1
9915,664,1
9916,877,1
9917,430,1
9918,837,1
9919,1003,0
9920,229,1
9921,509,1
9922,746,1
9923,410,1
9924,194,1
9925,932,1
9926,63,1
9927,1011,0
9928,348,1
9929,759,1
9930,946,1
9931,607,1
9932,520,1
9933,969,1
9934,787,1
9935,374,1
9936,117,1
9937,588,1
9938,829,1
9939,378,1
9940,400,1
9941,552,1
9942,834,1
9943,884,1
9944,538,1
9945,1003,0
9946,633,1
9947,626,1
9948,359,1
9949,785,1
9950,786,1
9951,953,1
9952,116,1
9953,425,1
9954,794,1
9955,271,1
9956,843,1
9957,536,1
9958,853,1
9959,317,1
9960,769,1
9961,95,1
9962,857,1
9963,670,1
9964,724,1
9965,345,1
9966,238,1
9967,153,1
9968,45,1
9969,2,1
9970,489,1
9971,919,1
9972,918,1
9973,975,1
9974,131,1
9975,667,1
9976,263,1
9977,956,1
9978,388,1
9979,473,1
9980,73,1
9981,546,1
9982,295,1
9983,904,1
9984,718,1
9985,770,1
9986,152,1
9987,120,1
9988,621,1
9989,1003,0
9990,940,1
9991,871,1
9992,549,1
9993,303,1
9994,823,1
9995,162,1
9996,870,1
9997,33,1
9998,489,1
9999,148,1
10000,46,1
10001,320,1
10002,65,1
10003,150,1
10004,338,1
10005,633,1
10006,710,1
10007,535,1
10008,170,1
10009,149,1
10010,920,1
10011,790,1
10012,602,1
10013,367,1
10014,147,1
10015,970,1
10016,386,1
10017,200,1
10018,670,1
10019,197,1
10020,279,1
10021,786,1
10022,52,1
10023,1008,0
10024,522,1
10025,276,1
10026,993,1
10027,202,1
10028,344,1
10029,591,1
10030,791,1
10031,112,1
10032,1002,0
10033,877,1
10034,145,1
10035,830,1
10036,352,1
10037,927,1
10038,964,1
10039,956,1
10040,679,1
10041,848,1
10042,455,1
10043,768,1
10044,261,1
10045,64,1
10046,803,1
10047,194,1
10048,986,1
10049,168,1
10050,869,1
10051,877,1
10052,920,1
10053,550,1
10054,216,1
10055,608,1
10056,490,1
10057,345,1
10058,205,1
10059,35,1
10060,247,1
10061,376,1
10062,748,1
10063,643,1
10064,652,1
10065,988,1
10066,14,1
10067,25,1
10068,829,1
10069,521,1
10070,626,1
10071,520,1
10072,860,1
10073,51,1
10074,264,1
10075,603,1
10076,457,1
10077,124,1
10078,931,1
10079,899,1
10080,96,1
10081,811,1
10082,926,1
10083,528,1
10084,536,1
10085,474,1
10086,857,1
10087,1020,0
10088,674,1
10089,748,1
10090,424,1
10091,790,1
10092,103,1
10093,986,1
10094,876,1
10095,809,1
10096,120,1
10097,776,1
10098,31,1
10099,155,1
10100,528,1
10101,234,1
10102,374,1
10103,536,1
10104,301,1
10105,983,1
10106,516,1
10107,923,1
10108,255,1
10109,305,1
10110,773,1
10111,46,1
10112,408,1
10113,593,1
10114,926,1
10115,655,1
10116,747,1
10117,644,1
10118,23,1
10119,7,1
10120,266,1
10121,145,1
10122,361,1
10123,228,1
10124,222,1
10125,824,1
10126,160,1
10127,994,1
10128,877,1
10129,570,1
10130,371,1
10131,720,1
10132,900,1
10133,528,1
10134,867,1
10135,443,1
10136,504,1
10137,119,1
10138,364,1
10139,382,1
10140,624,1
10141,770,1
10142,827,1
10143,248,1
10144,570,1
10145,87,1
10146,928,1
10147,417,1
10148,635,1
10149,1023,0
10150,386,1
10151,893,1
10152,400,1
10153,577,1
10154,855,1
10155,146,1
10156,455,1
10157,408,1
10158,522,1
10159,408,1
10160,543,1
10161,57,1
10162,232,1
10163,381,1
10164,304,1
10165,219,1
10166,72,1
10167,628,1
10168,269,1
10169,980,1
10170,159,1
10171,606,1
10172,918,1
10173,984,1
10174,341,1
10175,165,1
10176,396,1
10177,896,1
10178,682,1
10179,258,1
10180,841,1
10181,692,1
10182,246,1
10183,297,1
10184,280,1
10185,58,1
10186,1009,0
10187,586,1
10188,798,1
10189,358,1
10190,171,1
10191,116,1
10192,798,1
10193,299,1
10194,40,1
10195,669,1
10196,374,1
10197,523,1
10198,293,1
10199,174,1
10200,491,1
10201,850,1
10202,182,1
10203,572,1
10204,970,1
10205,973,1
10206,346,1
10207,657,1
10208,847,1
10209,915,1
10210,731,1
10211,683,1
10212,250,1
10213,881,1
10214,840,1
10215,650,1
10216,734,1
10217,443,1
10218,672,1
10219,400,1
10220,331,1
10221,499,1
10222,549,1
10223,475,1
10224,634,1
10225,702,1
10226,823,1
10227,151,1
10228,653,1
10229,567,1
10230,997,1
10231,142,1
10232,654,1
10233,204,1
10234,705,1
10235,50,1
10236,616,1
10237,31,1
10238,516,1
10239,916,1
10240,778,1
10241,23,1
10242,21,1
10243,121,1
10244,954,1
10245,581,1
10246,777,1
10247,66,1
10248,631,1
10249,701,1
10250,878,1
10251,1004,0
10252,606,1
10253,51,1
10254,1,1
10255,616,1
10256,83,1
10257,40,1
10258,102,1
10259,636,1
10260,298,1
10261,279,1
10262,412,1
10263,995,1
10264,824,1
10265,967,1
10266,292,1
10267,237,1
10268,494,1
10269,797,1
10270,921,1
10271,710,1
10272,212,1
10273,416,1
10274,35,1
10275,18,1
10276,575,1
10277,80,1
10278,157,1
10279,627,1
10280,338,1
10281,19,1
10282,719,1
10283,95,1
10284,410,1
10285,165,1
10286,832,1
10287,787,1
10288,338,1
10289,742,1
10290,858,1
10291,881,1
10292,213,1
10293,996,1
10294,340,1
10295,227,1
10296,889,1
10297,708,1
10298,945,1
10299,769,1
10300,494,1
10301,85,1
10302,25,1
10303,194,1
10304,680,1
10305,873,1
10306,663,1
10307,253,1
10308,53,1
10309,691,1
10310,117,1
10311,56,1
10312,221,1
10313,21,1
10314,589,1
10315,355,1
10316,366,1
10317,297,1
10318,351,1
10319,1000,1
10320,570,1
10321,553,1
10322,739,1
10323,387,1
10324,942,1
10325,360,1
10326,485,1
10327,603,1
10328,1015,0
10329,826,1
10330,737,1
10331,713,1
10332,472,1
10333,748,1
10334,123,1
10335,294,1
10336,414,1
10337,414,1
10338,444,1
10339,973,1
10340,918,1
10341,899,1
10342,662,1
10343,683,1
10344,285,1
10345,530,1
10346,512,1
10347,301,1
10348,1020,0
10349,513,1
10350,293,1
10351,906,1
10352,212,1
10353,980,1
10354,299,1
10355,313,1
10356,729,1
10357,942,1
10358,360,1
10359,199,1
10360,504,1
10361,579,1
10362,360,1
10363,809,1
10364,634,1
10365,746,1
10366,343,1
10367,781,1
10368,630,1
10369,682,1
10370,64,1
10371,598,1
10372,476,1
10373,472,1
10374,947,1
10375,930,1
10376,789,1
10377,371,1
10378,999,1
10379,435,1
10380,974,1
10381,19,1
10382,707,1
10383,296,1
10384,329,1
10385,455,1
10386,935,1
10387,488,1
10388,517,1
10389,236,1
10390,937,1
10391,293,1
10392,609,1
10393,792,1
10394,399,1
10395,294,1
10396,525,1
10397,902,1
10398,483,1
10399,630,1
10400,355,1
10401,875,1
10402,773,1
10403,127,1
10404,23,1
10405,417,1
10406,390,1
10407,910,1
10408,263,1
10409,347,1
10410,501,1
10411,268,1
10412,796,1
10413,413,1
10414,318,1
10415,811,1
10416,40,1
10417,855,1
10418,327,1
10419,253,1
10420,89,1
10421,626,1
10422,144,1
10423,731,1
10424,912,1
10425,575,1
10426,418,1
10427,821,1
10428,256,1
10429,305,1
10430,998,1
10431,533,1
10432,433,1
10433,60,1
10434,85,1
10435,10,1
10436,211,1
10437,595,1
10438,414,1
10439,710,1
10440,908,1
10441,263,1
10442,320,1
10443,1018,0
10444,154,1
10445,192,1
10446,118,1
10447,1,1
10448,602,1
10449,394,1
10450,323,1
10451,428,1
10452,1006,0
10453,481,1
10454,544,1
10455,934,1
10456,922,1
10457,695,1
10458,312,1
10459,543,1
10460,972,1
10461,428,1
10462,554,1
10463,866,1
10464,996,1
10465,1017,0
10466,1017,0
10467,323,1
10468,827,1
10469,157,1
10470,418,1
10471,653,1
10472,288,1
10473,725,1
10474,648,1
10475,326,1
10476,730,1
10477,471,1
10478,268,1
10479,81,1
10480,827,1
10481,161,1
10482,222,1
10483,923,1
10484,658,1
10485,604,1
10486,194,1
10487,623,1
10488,741,1
10489,449,1
10490,278,1
10491,515,1
10492,180,1
10493,693,1
10494,902,1
10495,302,1
10496,654,1
10497,986,1
10498,601,1
10499,681,1
10500,888,1
10501,285,1
10502,334,1
10503,613,1
10504,429,1
10505,733,1
10506,705,1
10507,109,1
10508,43,1
10509,489,1
10510,482,1
10511,988,1
10512,698,1
10513,836,1
10514,958,1
10515,549,1
10516,721,1
10517,464,1
10518,850,1
10519,1000,1
10520,545,1
10521,610,1
10522,667,1
10523,103,1
10524,755,1
10525,988,1
10526,540,1
10527,325,1
10528,235,1
10529,195,1
10530,86,1
10531,887,1
10532,532,1
10533,1007,0
10534,78,1
10535,264,1
10536,827,1
10537,715,1
10538,6,1
10539,299,1
10540,943,1
10541,478,1
10542,412,1
10543,144,1
10544,620,1
10545,832,1
10546,815,1
10547,577,1
10548,238,1
10549,1024,0
10550,948,1
10551,48,1
10552,404,1
10553,719,1
10554,419,1
10555,227,1
10556,265,1
10557,537,1
10558,905,1
10559,391,1
10560,515,1
10561,486,1
10562,871,1
10563,430,1
10564,124,1
10565,1003,0
10566,413,1
10567,872,1
10568,29,1
10569,500,1
10570,83,1
10571,88,1
10572,789,1
10573,572,1
10574,851,1
10575,1000,1
10576,256,1
10577,197,1
10578,263,1
10579,10,1
10580,226,1
10581,740,1
10582,443,1
10583,593,1
10584,80,1
10585,688,1
10586,1,1
10587,22,1
10588,186,1
10589,496,1
10590,71,1
10591,302,1
10592,427,1
10593,387,1
10594,549,1
10595,683,1
10596,736,1
10597,628,1
10598,806,1
10599,68,1
10600,625,1
10601,979,1
10602,739,1
10603,916,1
10604,857,1
10605,497,1
10606,251,1
10607,450,1
10608,646,1
10609,429,1
10610,514,1
10611,383,1
10612,563,1
10613,400,1
10614,224,1
10615,410,1
10616,482,1
10617,974,1
10618,687,1
10619,542,1
10620,188,1
10621,595,1
10622,625,1
10623,117,1
10624,451,1
10625,367,1
10626,641,1
10627,67,1
10628,585,1
10629,417,1
10630,888,1
10631,211,1
10632,173,1
10633,103,1
10634,444,1
10635,699,1
10636,527,1
10637,464,1
10638,37,1
10639,485,1
10640,589,1
10641,122,1
10642,712,1
10643,374,1
10644,861,1
10645,658,1
10646,333,1
10647,76,1
10648,783,1
10649,744,1
10650,399,1
10651,384,1
10652,122,1
10653,933,1
10654,350,1
10655,563,1
10656,455,1
10657,7,1
10658,196,1
10659,559,1
10660,869,1
10661,391,1
10662,620,1
10663,597,1
10664,510,1
10665,13,1
10666,1014,0
10667,429,1
10668,417,1
10669,755,1
10670,85,1
10671,73,1
10672,575,1
10673,400,1
10674,643,1
10675,597,1
10676,696,1
10677,477,1
10678,896,1
10679,1025,0
10680,550,1
10681,134,1
10682,899,1
10683,800,1
10684,574,1
10685,1001,0
10686,811,1
10687,26,1
10688,683,1
10689,408,1
10690,340,1
10691,476,1
10692,687,1
10693,521,1
10694,535,1
10695,174,1
10696,126,1
10697,201,1
10698,294,1
10699,863,1
10700,951,1
10701,122,1
10702,10,1
10703,749,1
10704,461,1
10705,457,1
10706,812,1
10707,284,1
10708,0,1
10709,746,1
10710,665,1
10711,414,1
10712,958,1
10713,410,1
10714,957,1
10715,709,1
10716,693,1
10717,767,1
10718,715,1
10719,741,1
10720,567,1
10721,806,1
10722,287,1
10723,492,1
10724,990,1
10725,346,1
10726,514,1
10727,503,1
10728,920,1
10729,814,1
10730,44,1
10731,597,1
10732,649,1
10733,736,1
10734,411,1
10735,430,1
10736,162,1
10737,505,1
10738,263,1
10739,323,1
10740,987,1
10741,799,1
10742,58,1
10743,108,1
10744,665,1
10745,581,1
10746,867,1
10747,359,1
10748,776,1
10749,126,1
10750,553,1
10751,1010,0
10752,679,1
10753,299,1
10754,808,1
10755,72,1
10756,532,1
10757,579,1
10758,160,1
10759,907,1
10760,559,1
10761,66,1
10762,127,1
10763,758,1
10764,302,1
10765,162,1
10766,1020,0
10767,910,1
10768,621,1
10769,254,1
10770,652,1
10771,32,1
10772,459,1
10773,687,1
10774,804,1
10775,933,1
10776,156,1
10777,727,1
10778,182,1
10779,217,1
10780,8,1
10781,799,1
10782,967,1
10783,565,1
10784,251,1
10785,81,1
10786,1023,0
10787,972,1
10788,650,1
10789,463,1
10790,366,1
10791,115,1
10792,835,1
10793,631,1
10794,374,1
10795,931,1
10796,631,1
10797,799,1
10798,70,1
10799,138,1
10800,194,1
10801,679,1
10802,339,1
10803,862,1
10804,158,1
10805,416,1
10806,308,1
10807,783,1
10808,353,1
10809,862,1
10810,416,1
10811,52,1
10812,885,1
10813,717,1
10814,325,1
10815,123,1
10816,840,1
10817,67,1
10818,555,1
10819,491,1
10820,716,1
10821,321,1
10822,947,1
10823,374,1
10824,242,1
10825,312,1
10826,221,1
10827,86,1
10828,945,1
10829,749,1
10830,403,1
10831,809,1
10832,694,1
10833,155,1
10834,86,1
10835,532,1
10836,559,1
10837,322,1
10838,81,1
10839,811,1
10840,756,1
10841,563,1
10842,431,1
10843,428,1
10844,470,1
10845,916,1
10846,615,1
10847,155,1
10848,503,1
10849,641,1
10850,449,1
10851,491,1
10852,478,1
10853,139,1
10854,637,1
10855,796,1
10856,892,1
10857,455,1
10858,744,1
10859,553,1
10860,478,1
10861,750,1
10862,386,1
10863,656,1
10864,177,1
10865,437,1
10866,567,1
10867,194,1
10868,342,1
10869,862,1
10870,981,1
10871,504,1
10872,465,1
10873,161,1
10874,116,1
10875,392,1
10876,534,1
10877,424,1
10878,136,1
10879,368,1
10880,307,1
10881,631,1
10882,523,1
10883,893,1
10884,159,1
10885,526,1
10886,806,1
10887,924,1
10888,602,1
10889,234,1
10890,597,1
10891,720,1
10892,150,1
10893,254,1
10894,73,1
10895,836,1
10896,1011,0
10897,891,1
10898,727,1
10899,18,1
10900,694,1
10901,715,1
10902,53,1
10903,804,1
10904,510,1
10905,806,1
10906,585,1
10907,630,1
10908,645,1
10909,512,1
10910,463,1
10911,700,1
10912,671,1
10913,500,1
10914,104,1
10915,327,1
10916,440,1
10917,454,1
10918,887,1
10919,685,1
10920,846,1
10921,882,1
10922,848,1
10923,719,1
10924,583,1
10925,775,1
10926,470,1
10927,13,1
10928,457,1
10929,746,1
10930,386,1
10931,198,1
10932,423,1
10933,829,1
10934,787,1
10935,266,1
10936,638,1
10937,265,1
10938,774,1
10939,354,1
10940,418,1
10941,461,1
10942,1003,0
10943,299,1
10944,219,1
10945,931,1
10946,881,1
10947,660,1
10948,38,1
10949,513,1
10950,614,1
10951,857,1
10952,726,1
10953,659,1
10954,979,1
10955,194,1
10956,966,1
10957,471,1
10958,571,1
10959,426,1
10960,770,1
10961,444,1
10962,614,1
10963,983,1
10964,785,1
10965,45,1
10966,891,1
10967,904,1
10968,849,1
10969,508,1
10970,297,1
10971,943,1
10972,304,1
10973,832,1
10974,761,1
10975,189,1
10976,230,1
10977,754,1
10978,203,1
10979,603,1
10980,617,1
10981,752,1
10982,342,1
10983,645,1
10984,904,1
10985,937,1
10986,1014,0
10987,760,1
10988,510,1
10989,561,1
10990,683,1
10991,843,1
10992,652,1
10993,228,1
10994,46,1
10995,770,1
10996,317,1
10997,935,1
10998,29,1
10999,505,1
11000,336,1
11001,750,1
11002,787,1
11003,542,1
11004,66,1
11005,83,1
11006,452,1
11007,914,1
11008,381,1
11009,881,1
11010,1013,0
11011,892,1
11012,223,1
11013,1000,1
11014,772,1
11015,648,1
11016,444,1
11017,226,1
11018,550,1
11019,556,1
11020,835,1
11021,216,1
11022,456,1
11023,945,1
11024,795,1
11025,24,1
11026,1009,0
11027,83,1
11028,728,1
11029,509,1
11030,161,1
11031,115,1
11032,900,1
11033,835,1
11034,370,1
11035,578,1
11036,910,1
11037,742,1
11038,575,1
11039,342,1
11040,696,1
11041,606,1
